run_id,model,text_cfg,audio_cfg,video_cfg,d_model,num_experts,tfe_dim,afe_dim,vfe_dim,best_epoch,best_dev_f1,test_acc,test_f1,elapsed_sec,text_backbone,audio_backbone,video_backbone,text_cfg_only,audio_cfg_only,video_cfg_only,text_backbone_label,audio_backbone_label,video_backbone_label,model_label
variant2_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant2,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,768,1024,2048,6,0.522,0.569,0.5477,577.7,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant2,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,768,1024,2048,5,0.5139,0.5843,0.549,381.9,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant2,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,768,1024,2048,5,0.5232,0.5628,0.5427,765.5,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant2,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,768,1024,2048,6,0.5178,0.5778,0.5381,566.2,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant2,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,10,0.4957,0.5939,0.538,1922.6,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant2,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,12,0.4916,0.5605,0.5295,1506.0,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant2,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,4,0.5393,0.5966,0.5635,505.5,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant2,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,11,0.5108,0.5437,0.5235,549.7,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant2,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,6,0.4939,0.5904,0.5514,836.6,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant2,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,7,0.4992,0.5713,0.5481,621.1,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e16,variant2,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,16,1024,1024,2048,16,0.4964,0.5536,0.5243,2472.8,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e8,variant2,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,8,1024,1024,2048,13,0.4975,0.549,0.5234,1539.0,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant2,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,1024,1024,2048,4,0.5157,0.5586,0.5382,493.4,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant2,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,1024,1024,2048,5,0.5163,0.5847,0.5472,401.7,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant2,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,1024,1024,2048,6,0.4989,0.5559,0.533,816.2,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant2,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,1024,1024,2048,5,0.5012,0.5751,0.5467,524.9,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,14,0.4083,0.5119,0.4576,2278.9,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,13,0.4286,0.5027,0.4612,1560.3,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,3,0.446,0.5195,0.4763,467.5,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,4,0.4368,0.523,0.4775,383.7,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,14,0.4478,0.4444,0.4381,1245.8,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,5,0.4422,0.4969,0.4652,539.3,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d1024_e16,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,1024,16,1024,1024,1792,14,0.4483,0.4862,0.4587,2315.2,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d1024_e8,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,1024,8,1024,1024,1792,10,0.418,0.4916,0.4535,1358.2,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d256_e16,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,256,16,1024,1024,1792,6,0.4668,0.4805,0.4511,578.5,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d256_e8,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,256,8,1024,1024,1792,4,0.4527,0.5069,0.491,381.8,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d512_e16,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,512,16,1024,1024,1792,17,0.4494,0.4287,0.4155,1405.1,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Modality Specialists
variant2_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d512_e8,variant2,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,512,8,1024,1024,1792,4,0.4338,0.5149,0.4713,529.5,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Modality Specialists
variant2_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d1024_e16,variant2,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,4,0.2525,0.4816,0.3142,1330.1,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d1024_e8,variant2,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,1,0.2523,0.4812,0.3127,754.2,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d256_e16,variant2,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,16,0.3443,0.3701,0.341,951.4,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d256_e8,variant2,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,18,0.346,0.3525,0.3383,730.0,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d512_e16,variant2,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,16,0.3305,0.3916,0.3482,1327.9,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Modality Specialists
variant2_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d512_e8,variant2,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,15,0.3316,0.387,0.3445,893.1,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Modality Specialists
variant2_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e16,variant2,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,16,1024,1024,2048,6,0.2691,0.4854,0.33,1506.1,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e8,variant2,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,8,1024,1024,2048,15,0.4429,0.5333,0.4914,1702.8,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant2,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,1024,1024,2048,8,0.4586,0.5287,0.4864,644.7,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant2,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,1024,1024,2048,6,0.4646,0.5517,0.5124,420.2,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant2,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,1024,1024,2048,8,0.4671,0.5188,0.4923,934.7,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant2,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,1024,1024,2048,7,0.4697,0.4931,0.4808,611.2,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant2,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,12,0.4634,0.5425,0.4956,2077.7,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant2,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,15,0.4693,0.5107,0.4965,1696.3,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant2,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,10,0.4777,0.5073,0.4859,718.9,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant2,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,4,0.4972,0.5398,0.5229,354.0,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant2,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,7,0.4789,0.5529,0.515,888.9,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant2,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,5,0.4859,0.5356,0.5078,540.6,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant2,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,9,0.5574,0.6207,0.589,1828.6,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant2,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,9,0.5475,0.6257,0.6002,1295.6,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant2,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,5,0.5769,0.6406,0.6096,545.2,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant2,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,3,0.5629,0.6226,0.5887,346.3,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant2,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,6,0.5749,0.6192,0.6076,843.5,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant2,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,6,0.5655,0.618,0.5976,573.8,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant2,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,9,0.5289,0.5831,0.5456,1817.9,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant2,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,11,0.5258,0.5732,0.542,1432.1,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant2,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,8,0.537,0.5429,0.5413,652.4,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant2,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,4,0.5478,0.5954,0.5711,362.9,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant2,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,5,0.5388,0.564,0.5384,783.6,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Modality Specialists
variant2_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant2,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,6,0.513,0.5759,0.5356,576.9,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Modality Specialists
variant3_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant3,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,768,1024,2048,8,0.5419,0.5502,0.5463,1183.5,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant3,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,768,1024,2048,5,0.5203,0.5812,0.5418,737.9,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant3,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,768,1024,2048,6,0.5589,0.6088,0.5835,413.9,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant3,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,768,1024,2048,8,0.5573,0.5996,0.5808,436.2,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant3,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,768,1024,2048,5,0.5541,0.6226,0.5889,544.6,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant3,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,768,1024,2048,5,0.5575,0.6172,0.5819,407.8,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e16,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,16,768,1024,2048,4,0.4659,0.5295,0.4811,936.3,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e8,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,8,768,1024,2048,5,0.4751,0.5307,0.502,755.1,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,768,1024,2048,6,0.5081,0.5648,0.5316,413.5,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,768,1024,2048,10,0.5101,0.5295,0.5161,467.3,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,768,1024,2048,7,0.5145,0.5801,0.5431,618.5,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,768,1024,2048,3,0.5212,0.5724,0.5368,353.2,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,5,0.5025,0.5498,0.5142,1004.6,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,4,0.5203,0.5605,0.5364,685.7,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,7,0.5362,0.5874,0.5579,460.4,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,8,0.5336,0.5544,0.5423,421.4,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,6,0.5244,0.5851,0.5576,575.9,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,6,0.5273,0.5724,0.5524,437.6,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
